0,0
1,3
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,0
12,0
13,2
14,2
15,2
16,0
17,1
18,0
19,0
20,0
21,1
22,0
23,0
24,0
25,0
26,2
27,2
28,0
29,3
30,3
31,3
32,3
33,3
34,3
35,3
36,3
37,3
38,3
39,0
40,1
41,1
42,1
43,1
44,1
45,0
46,0
47,0
48,1
49,1
50,1
51,1
52,1
53,1
54,0
55,3
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,1
71,3
72,0
73,3
74,3
75,0
76,0
77,3
78,3
79,3
80,3
81,0
82,3
83,0
84,0
85,0
86,3
87,3
88,0
89,0
90,0
91,0
92,1
93,1
94,0
95,2
96,2
97,2
98,2
99,0
100,0
101,0
102,0
103,0
104,1
105,3
106,0
107,0
108,3
109,1
110,1
111,1
112,1
113,1
114,0
115,0
116,1
117,2
118,2
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,1
127,3
128,2
129,2
130,0
131,0
132,0
133,1
134,2
135,2
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,3
145,2
146,3
147,2
148,3
149,3
150,3
151,3
152,3
153,3
154,3
155,3
156,3
157,3
158,3
159,3
160,1
161,1
162,3
163,0
164,3
165,3
166,1
167,0
168,0
169,3
170,0
171,0
172,0
173,1
174,1
175,1
176,1
177,2
178,2
179,2
180,2
181,3
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,2
191,2
192,2
193,2
194,0
195,0
196,0
197,0
198,0
199,1
200,1
201,1
202,1
203,2
204,0
205,1
206,1
207,1
208,1
209,1
210,1
211,1
212,1
213,1
214,1
215,1
216,1
217,1
218,1
219,1
220,0
221,0
222,0
223,0
224,3
225,3
226,3
227,3
228,3
229,3
230,3
231,3
232,3
233,3
234,3
235,0
236,0
237,2
238,2
239,2
240,2
241,0
242,3
243,2
244,2
245,1
246,1
247,1
248,1
249,1
250,1
251,1
252,1
253,1
254,1
255,1
256,0
257,3
258,3
259,3
260,3
261,3
262,3
263,3
264,3
265,3
266,3
267,3
268,1
269,1
270,1
271,1
272,0
273,0
274,3
275,3
276,3
277,3
278,3
279,3
280,3
281,3
282,3
283,3
284,3
285,3
286,3
287,3
288,3
289,3
290,3
291,3
292,3
293,0
294,0
295,1
296,1
297,3
298,2
299,3
300,2
301,0
302,0
303,0
304,2
305,2
306,2
307,0
308,0
309,0
310,1
311,1
312,0
313,0
314,3
315,0
316,1
317,3
318,3
319,3
320,3
321,3
322,3
323,3
324,3
325,3
326,3
327,3
328,0
329,3
330,3
331,3
332,1
333,1
334,1
335,1
336,1
337,1
338,1
339,3
340,3
341,0
342,1
343,0
344,0
345,0
346,3
347,0
348,0
349,1
350,0
351,0
352,3
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,2
364,2
365,3
366,0
367,1
368,1
369,1
370,1
371,1
372,0
373,0
374,0
375,0
376,1
377,3
378,0
379,2
380,3
381,0
382,0
383,0
384,0
385,3
386,0
387,0
388,0
389,1
390,2
391,2
392,2
393,2
394,2
395,2
396,2
397,0
398,0
399,1
400,3
401,3
402,3
403,3
404,3
405,3
406,3
407,3
408,3
409,3
410,3
411,3
412,3
413,3
414,3
415,3
416,3
417,3
418,3
419,3
420,3
421,3
422,3
423,3
424,3
425,1
426,1
427,1
428,1
429,1
430,1
431,1
432,0
433,0
434,3
435,3
436,0
437,3
438,3
439,2
440,1
441,1
442,3
443,3
444,3
445,3
446,0
447,0
448,0
449,0
450,0
451,1
452,3
453,2
454,2
455,2
456,2
457,2
458,2
459,1
460,3
461,1
462,0
463,0
464,0
465,3
466,3
467,1
468,1
469,1
470,3
471,0
472,0
473,0
474,3
475,3
476,0
477,3
478,3
479,3
480,3
481,3
482,3
483,3
484,3
485,3
486,3
487,3
488,0
489,1
490,0
491,1
492,0
493,2
494,2
495,0
496,0
497,0
498,0
499,0
500,0
501,0
502,0
503,2
504,2
505,0
506,1
507,1
508,0
509,0
510,0
511,0
512,0
513,1
514,3
515,1
516,1
517,1
518,3
519,1
520,1
521,0
522,3
523,0
524,0
525,3
526,0
527,0
528,1
529,0
530,3
531,3
532,1
533,1
534,0
535,2
536,2
537,2
538,2
539,3
540,3
541,3
542,3
543,3
544,3
545,0
546,1
547,3
548,1
549,3
550,3
551,3
552,0
553,0
554,0
555,1
556,3
557,3
558,0
559,0
560,0
